Participant ID,sex,Unnamed: 0,first_row,blank,not_blank,DD,DS,SS,merged,SS_DS
102,female,102,1.0,0.0,0.873046875,0.96875,0.953125,0.9523809523809524,0.9607843137254902,0.952755905511811
103,female,103,1.0,0.0,0.998046875,0.9609375,0.984375,0.9523809523809524,0.9647058823529412,0.968503937007874
104,male,104,1.0,0.0,1.0,0.9765625,1.0,1.0,0.9882352941176472,1.0
106,female,106,1.0,0.0,1.0,0.9921875,1.0,1.0,0.996078431372549,1.0
107,female,107,1.0,0.0,0.984375,0.984375,0.984375,0.984126984126984,0.984313725490196,0.984251968503937
108,male,108,1.0,0.0,1.0,0.984375,1.0,0.984126984126984,0.9882352941176472,0.9921259842519684
111,male,111,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
112,male,112,1.0,0.0,1.0,0.9921875,0.984375,0.984126984126984,0.9882352941176472,0.984251968503937
113,female,113,0.0,0.0588235294117647,0.984344482421875,0.703125,0.6875,0.746031746031746,0.7098039215686275,0.7165354330708661
114,female,114,1.0,0.0,0.9921875,0.9921875,0.96875,0.9682539682539684,0.9803921568627452,0.968503937007874
115,female,115,0.0,0.0,0.748046875,0.8359375,0.765625,0.8888888888888888,0.8313725490196079,0.8267716535433071
116,female,116,1.0,0.0,1.0,0.9453125,0.96875,0.984126984126984,0.9607843137254902,0.9763779527559056
118,female,118,1.0,0.0,1.0,0.9609375,0.953125,1.0,0.9686274509803922,0.9763779527559056
119,female,119,1.0,0.0,0.4765625,0.890625,0.75,0.7936507936507936,0.8313725490196079,0.7716535433070866
120,female,120,1.0,0.0,0.9921875,0.984375,0.96875,0.984126984126984,0.9803921568627452,0.9763779527559056
121,female,121,1.0,0.0,1.0,0.984375,0.96875,0.984126984126984,0.9803921568627452,0.9763779527559056
123,female,123,1.0,0.0,0.874969482421875,0.9375,0.96875,0.9523809523809524,0.9490196078431372,0.9606299212598424
124,male,124,1.0,0.0,0.9921875,0.984375,1.0,0.9365079365079364,0.976470588235294,0.968503937007874
125,female,125,1.0,0.0,1.0,0.984375,0.96875,0.9682539682539684,0.976470588235294,0.968503937007874
127,female,127,1.0,0.0,1.0,0.9375,0.921875,0.9523809523809524,0.9372549019607844,0.937007874015748
128,female,128,1.0,0.0,0.999969482421875,0.7890625,0.90625,0.9047619047619048,0.8470588235294118,0.905511811023622
129,female,129,1.0,0.0,1.0,0.9765625,0.9375,0.9206349206349206,0.9529411764705882,0.9291338582677166
130,male,130,1.0,0.0,0.484375,0.9453125,0.953125,0.9682539682539684,0.9529411764705882,0.9606299212598424
131,female,131,1.0,0.0,1.0,0.984375,0.921875,0.984126984126984,0.9686274509803922,0.952755905511811
